baserud,59.416667,11.233333,13
basheim,60.083333,9.466667,4
basmo,66.333333,14.1,9
basmoen,66.333333,14.1,9
bassebu,59.066667,9.833333,17
bastaneset,60.415278,5.243333,7
bastoyneset,60.415278,5.243333,7
batnfjordsora,62.883333,7.7,8
batnfjordsoren,62.883333,7.7,8
batsfjord,70.632222,29.699722,5
batsto,59.724167,10.518056,4
battenfjordsoren,62.883333,7.7,8
bauge,59.766667,6.0,7
baugerud,59.583333,9.066667,17
baukaal,61.566667,9.816667,11
baukal,61.566667,9.816667,11
baukopp,70.2,24.916667,5
baustad,65.333333,12.2,9
begen,68.8,15.366667,9
begndal,60.65,9.816667,11
begndalen,60.65,9.816667,11
beian,63.65,9.566667,16
beiaren,67.016667,14.566667,9
beiarn,67.016667,14.566667,9
beieren,67.016667,14.566667,9
beinsnes,69.633333,19.85,18
beisfjord,68.368056,17.588889,9
beisfjord i ofoten,68.368056,17.588889,9
beisland,58.35,8.366667,2
beitestol,61.25,8.916667,11
beitostol,61.25,8.916667,11
beitostolen,61.25,8.916667,11
bekkarfjord,70.583333,27.283333,5
bekkedal,60.45,11.183333,1
bekkelaget,60.783333,11.1,6
bekken,60.133333,12.433333,6
bekkjarvik,60.002778,5.200278,7
bekkjes,59.433333,9.0,17
bekkjus,59.433333,9.0,17
bekkos,62.65,11.65,16
belland,58.066667,7.016667,19
belle,63.233333,11.033333,16
bellingmo,62.033333,10.8,6
bellingmoen,62.033333,10.8,6
belsvik,63.416667,9.033333,16
bendosen,62.85,11.233333,16
benna,61.316667,9.85,11
bennlia,61.316667,9.9,11
bentsjord,69.533333,18.633333,18
bentsnes,69.633333,19.85,18
beras,60.656389,5.177778,7
berdal,61.133333,6.733333,15
berdalen,64.0,10.3,16
berdle,61.833333,5.116667,15
berekvam,60.8,7.1,15
berestad,61.933333,5.65,15
berfjord,60.665556,5.14,7
berfjorden,66.116667,12.616667,9
berg,60.083333,10.9,1
berg i helgeland,65.366667,12.2,9
bergan,59.233333,9.416667,17
bergby,70.15,28.916667,5
berge,58.216667,8.366667,2
bergeby,70.15,28.916667,5
bergebyelven,70.15,28.916667,5
bergen,60.391111,5.324722,7
berger,59.832222,10.692222,1
berger i vestfold,59.545,10.371389,20
berget,63.65,8.75,16
bergholnes,66.85,15.3,9
berghulnes,66.85,15.3,9
bergitnes,70.116667,28.6,5
bergjord,59.466667,6.433333,14
berglund,69.133333,18.233333,18
bergo,60.783333,6.116667,7
bergsbotn,69.433333,17.466667,18
bergsdalen,68.133333,13.666667,9
bergseid,59.95,9.3,4
bergset,69.083333,18.7,18
bergsfjord,70.25,21.8,5
bergsgrenda,61.983333,9.283333,11
bergsgrendi,61.983333,9.283333,11
bergsmo,64.483333,12.216667,10
bergsneset,63.233333,11.0,16
bergsnev,66.2,13.366667,9
bergstad,62.010833,5.415,15
bergstol,59.85,8.416667,17
bergstrom,59.3,11.666667,13
bergsund,60.316667,10.15,4
bergsvik,60.763056,4.901389,7
bergsviki,60.763056,4.901389,7
bergulnes,66.85,15.3,9
bergundhaugen,61.083333,10.833333,6
bergunnhaugen,61.083333,10.833333,6
berkaak,62.833333,10.0,16
berkak,62.833333,10.0,16
berknes,62.233333,5.95,8
berland,60.25,5.916667,7
berle,61.833333,5.116667,15
berlevaag,70.85,29.1,5
berlevag,70.85,29.1,5
bernes,60.6,5.516667,7
berre,64.25,11.2,10
berrestad,62.010833,5.415,15
berrvik,68.566667,14.833333,9
berstad,61.933333,5.65,15
bertnes,67.283333,14.6,9
bervik,68.566667,14.833333,9
bessaker,64.25,10.333333,16
bettna,63.083333,8.35,8
bevkop,70.2,24.916667,5
bevkopp,70.2,24.916667,5
bigganes,70.116667,28.6,5
bigganjargga,70.116667,28.6,5
bigset,62.366667,5.983333,8
bilbon,61.7,9.466667,11
bilit,60.666667,10.9,11
bilitt,60.666667,10.9,11
billingsjo,60.0,12.316667,6
bilstad,58.533333,6.333333,14
bilta,69.466667,21.5,18
bilto,69.466667,21.5,18
binde,64.1,11.7,10
bingen,59.883333,9.766667,4
birgitnes,70.116667,28.6,5
birkedal,58.45,8.416667,2
birkeland,58.333333,8.233333,2
birkelo,61.733333,6.5,15
birkelund,70.433333,28.233333,5
birkenaes,62.233333,5.95,8
birkenes,58.316667,8.2,2
birkjeland,58.25,7.416667,19
birkjenes,58.083333,6.866667,19
birtavarre,69.483333,20.833333,18
biskopshavn,60.421944,5.302778,7
bismoen,61.883333,8.266667,11
bitterstad,68.583333,15.0,9
bjaelle,58.25,8.05,19
bjaerangen,66.75,13.766667,9
bjaerangfjord,66.75,13.766667,9
bjaerangsfjord,66.75,13.766667,9
bjaland,59.483333,8.4,17
bjanes,62.25,5.983333,8
bjarkleid,69.533333,20.666667,18
bjeldaanaes,66.5,14.933333,9
bjelkaroy,60.25,5.216667,7
bjellaaneset,66.5,14.933333,9
bjelland,58.458333,8.881111,2
bjellanes,66.5,14.933333,9
bjelle,58.25,8.05,19
bjerga,61.366667,5.383333,15
bjerka,66.15,13.883333,9
bjerkan,63.283333,9.016667,16
bjerke,62.1,6.566667,8
bjerknes,59.6,9.8,4
bjerkreim,58.6,6.116667,14
bjerkvik,68.559722,17.518889,9
bjerland,58.383333,7.483333,19
bjerom,58.4,7.233333,19
bjertnes,59.6,9.8,4
bjerve,59.6,10.9,13
bjodalen,60.766667,9.333333,11
bjodalssaetrane,60.766667,9.333333,11
bjoernsund,62.9,6.833333,8
bjollanes,66.5,14.933333,9
bjollaneset,66.5,14.933333,9
bjolset,60.783333,11.7,6
bjone,60.516667,10.266667,11
bjoneroa,60.516667,10.266667,11
bjonnes,59.05,9.766667,17
bjonnraa,68.759444,15.881667,9
bjordal,61.066667,5.833333,15
bjore,60.166667,9.633333,4
bjoreimsbygda,59.083333,6.033333,14
bjoren,63.233333,8.583333,8
bjorgan,62.916667,11.183333,16
bjorge,60.333889,5.253333,7
bjorgen,62.6,9.583333,16
bjorges,60.233333,10.7,11
bjorgesaeter,60.233333,10.7,11
bjorgeseter,60.233333,10.7,11
bjorgi,60.333889,5.253333,7
bjorgja,63.033333,10.416667,16
bjorgo,60.866667,9.516667,11
bjorheimsbygd,59.083333,6.033333,14
bjorhusdalen,64.916667,13.083333,10
bjoringen,63.233333,8.583333,8
bjork,61.533333,7.716667,15
bjorkaasen,68.316667,16.783333,9
bjorkan,64.033333,10.1,16
bjorkasen,68.316667,16.783333,9
bjorke,60.233333,11.016667,1
bjorkedal,62.016667,6.066667,8
bjorkeland,60.656389,5.018333,7
